"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"14.02.2025","5,7042","5,7673","5,7707","5,6928","","-1,09%"
"13.02.2025","5,7669","5,7642","5,7997","5,7548","","0,03%"
"12.02.2025","5,7649","5,7653","5,7878","5,7429","","0,02%"
"11.02.2025","5,7635","5,7877","5,8078","5,7571","","-0,41%"
"10.02.2025","5,7874","5,8095","5,8243","5,7638","","-0,32%"
"07.02.2025","5,8058","5,7622","5,8131","5,7349","","0,77%"
"06.02.2025","5,7617","5,8044","5,8246","5,7485","","-0,61%"
"05.02.2025","5,7973","5,7586","5,8179","5,7491","","0,75%"
"04.02.2025","5,7540","5,8008","5,8271","5,7527","","-0,91%"
"03.02.2025","5,8066","5,8404","5,9052","5,7951","","-0,59%"
"31.01.2025","5,8410","5,8735","5,8735","5,8106","","-0,56%"
"30.01.2025","5,8740","5,8706","5,9332","5,8473","","0,30%"
"29.01.2025","5,8563","5,8633","5,8892","5,8420","","-0,01%"
"28.01.2025","5,8571","5,8953","5,9205","5,8557","","-0,60%"
"27.01.2025","5,8926","5,9447","5,9560","5,8926","","-0,31%"
"24.01.2025","5,9109","5,9247","5,9250","5,8674","","-0,23%"
"23.01.2025","5,9243","5,9423","5,9706","5,8733","","-0,29%"
"22.01.2025","5,9415","6,0222","6,0273","5,9155","","-1,34%"
"21.01.2025","6,0220","6,0319","6,0680","6,0168","","-0,16%"
"20.01.2025","6,0315","6,0691","6,0862","6,0268","","-0,64%"
"17.01.2025","6,0704","6,0551","6,0905","6,0266","","0,34%"
"16.01.2025","6,0499","6,0104","6,0708","5,9935","","0,67%"
"15.01.2025","6,0098","6,0560","6,0701","6,0043","","-0,76%"
"14.01.2025","6,0559","6,0979","6,0979","6,0406","","-0,63%"
"13.01.2025","6,0944","6,1100","6,1358","6,0748","","-0,18%"
"10.01.2025","6,1053","6,0365","6,1235","6,0299","","1,14%"
"09.01.2025","6,0364","6,1058","6,1223","6,0319","","-1,13%"
"08.01.2025","6,1055","6,1013","6,1565","6,1013","","0,07%"
"07.01.2025","6,1010","6,1156","6,1189","6,0535","","-0,23%"
"06.01.2025","6,1152","6,1817","6,1820","6,0920","","-1,05%"
"03.01.2025","6,1798","6,1522","6,2011","6,1357","","0,45%"
"02.01.2025","6,1519","6,1847","6,2284","6,1446","","-0,52%"
"01.01.2025","6,1840","6,1847","6,1847","6,1847","","0,10%"
"31.12.2024","6,1778","6,1778","6,1778","6,1778","","0,00%"
"30.12.2024","6,1778","6,2030","6,2428","6,1518","","-0,30%"
"27.12.2024","6,1964","6,1834","6,2159","6,1693","","0,22%"
"26.12.2024","6,1828","6,1602","6,1982","6,1462","","-0,13%"
"25.12.2024","6,1906","6,1906","6,1906","6,1906","","0,00%"
"24.12.2024","6,1906","6,1919","6,1937","6,1913","","-0,05%"
"23.12.2024","6,1939","6,0799","6,2020","6,0799","","1,78%"
"20.12.2024","6,0853","6,1443","6,1493","6,0435","","-1,09%"
"19.12.2024","6,1525","6,2446","6,3007","6,1051","","-2,18%"
"18.12.2024","6,2896","6,0981","6,3144","6,0937","","3,03%"
"17.12.2024","6,1048","6,1463","6,2097","6,0580","","-0,70%"
"16.12.2024","6,1479","6,0464","6,1500","6,0246","","1,75%"
"13.12.2024","6,0419","5,9976","6,0778","5,9740","","0,84%"
"12.12.2024","5,9915","5,9549","6,0494","5,8664","","0,62%"
"11.12.2024","5,9543","6,0456","6,0733","5,9405","","-1,50%"
"10.12.2024","6,0450","6,0793","6,0835","6,0170","","-0,56%"
"09.12.2024","6,0788","6,0897","6,0904","6,0369","","-0,17%"
"06.12.2024","6,0894","6,0116","6,0952","5,9836","","1,30%"
"05.12.2024","6,0113","6,0381","6,0384","5,9598","","-0,49%"
